contestant,season,actual_placement,rule,sample_id,posterior_placement
Bobby Bones,27,1,rank,18,1
Bobby Bones,27,1,rank,19,1
Bobby Bones,27,1,rank,20,2
Bobby Bones,27,1,rank,21,1
Bobby Bones,27,1,rank,22,1
Bobby Bones,27,1,rank,23,1
Bobby Bones,27,1,rank,24,1
Bobby Bones,27,1,rank,25,2
Bobby Bones,27,1,rank,26,1
Bobby Bones,27,1,rank,27,1
Bobby Bones,27,1,rank,28,1
Bobby Bones,27,1,rank,29,1
Bobby Bones,27,1,rank,30,1
Bobby Bones,27,1,rank,31,1
Bobby Bones,27,1,rank,32,1
Bobby Bones,27,1,rank,33,1
Bobby Bones,27,1,rank,34,1
Bobby Bones,27,1,rank,35,2
Bobby Bones,27,1,rank,36,4
Bobby Bones,27,1,rank,37,1
Bobby Bones,27,1,rank,38,1
Bobby Bones,27,1,rank,39,1
Bobby Bones,27,1,rank,40,1
Bobby Bones,27,1,rank,41,1
Bobby Bones,27,1,rank,42,2
Bobby Bones,27,1,rank,43,3
Bobby Bones,27,1,rank,44,1
Bobby Bones,27,1,rank,45,1
Bobby Bones,27,1,rank,46,1
Bobby Bones,27,1,rank,47,1
Bobby Bones,27,1,rank,48,1
Bobby Bones,27,1,rank,49,1
Bobby Bones,27,1,rank,50,1
Bobby Bones,27,1,rank,51,1
Bobby Bones,27,1,rank,52,1
Bobby Bones,27,1,rank,53,2
Bobby Bones,27,1,rank,54,1
Bobby Bones,27,1,rank,55,1
Bobby Bones,27,1,rank,56,1
Bobby Bones,27,1,rank,57,1
Bobby Bones,27,1,rank,58,1
Bobby Bones,27,1,rank,59,1
Bobby Bones,27,1,rank,60,2
Bobby Bones,27,1,rank,61,1
Bobby Bones,27,1,rank,62,3
Bobby Bones,27,1,rank,63,1
Bobby Bones,27,1,rank,64,1
Bobby Bones,27,1,rank,65,1
Bobby Bones,27,1,rank,66,1
Bobby Bones,27,1,rank,67,1
Bobby Bones,27,1,rank,68,1
Bobby Bones,27,1,rank,69,1
Bobby Bones,27,1,rank,70,2
Bobby Bones,27,1,rank,71,2
Bobby Bones,27,1,rank,72,2
Bobby Bones,27,1,rank,73,1
Bobby Bones,27,1,rank,74,1
Bobby Bones,27,1,rank,75,1
Bobby Bones,27,1,rank,76,1
Bobby Bones,27,1,rank,77,1
Bobby Bones,27,1,rank,78,1
Bobby Bones,27,1,rank,79,1
Bobby Bones,27,1,rank,80,1
Bobby Bones,27,1,rank,81,2
Bobby Bones,27,1,rank,82,1
Bobby Bones,27,1,rank,83,1
Bobby Bones,27,1,rank,84,1
Bobby Bones,27,1,rank,85,2
Bobby Bones,27,1,rank,86,1
Bobby Bones,27,1,rank,87,1
Bobby Bones,27,1,rank,88,2
Bobby Bones,27,1,rank,89,2
Bobby Bones,27,1,rank,90,1
Bobby Bones,27,1,rank,91,1
Bobby Bones,27,1,rank,92,1
Bobby Bones,27,1,rank,93,1
Bobby Bones,27,1,rank,94,1
Bobby Bones,27,1,rank,95,2
Bobby Bones,27,1,rank,96,1
Bobby Bones,27,1,rank,97,1
Bobby Bones,27,1,rank,98,1
Bobby Bones,27,1,rank,99,1
Bobby Bones,27,1,rank_save,0,7
Bobby Bones,27,1,rank_save,1,8
Bobby Bones,27,1,rank_save,2,7
Bobby Bones,27,1,rank_save,3,7
Bobby Bones,27,1,rank_save,4,7
Bobby Bones,27,1,rank_save,5,8
Bobby Bones,27,1,rank_save,6,8
Bobby Bones,27,1,rank_save,7,5
Bobby Bones,27,1,rank_save,8,7
Bobby Bones,27,1,rank_save,9,6
Bobby Bones,27,1,rank_save,10,7
Bobby Bones,27,1,rank_save,11,7
Bobby Bones,27,1,rank_save,12,7
Bobby Bones,27,1,rank_save,13,7
Bobby Bones,27,1,rank_save,14,7
Bobby Bones,27,1,rank_save,15,7
Bobby Bones,27,1,rank_save,16,7
Bobby Bones,27,1,rank_save,17,7
Bobby Bones,27,1,rank_save,18,6
Bobby Bones,27,1,rank_save,19,8
Bobby Bones,27,1,rank_save,20,7
Bobby Bones,27,1,rank_save,21,7
Bobby Bones,27,1,rank_save,22,7
Bobby Bones,27,1,rank_save,23,7
Bobby Bones,27,1,rank_save,24,6
Bobby Bones,27,1,rank_save,25,7
Bobby Bones,27,1,rank_save,26,8
Bobby Bones,27,1,rank_save,27,7
Bobby Bones,27,1,rank_save,28,7
Bobby Bones,27,1,rank_save,29,7
Bobby Bones,27,1,rank_save,30,7
Bobby Bones,27,1,rank_save,31,7
Bobby Bones,27,1,rank_save,32,7
Bobby Bones,27,1,rank_save,33,6
Bobby Bones,27,1,rank_save,34,7
Bobby Bones,27,1,rank_save,35,7
Bobby Bones,27,1,rank_save,36,7
Bobby Bones,27,1,rank_save,37,9
Bobby Bones,27,1,rank_save,38,6
Bobby Bones,27,1,rank_save,39,7
Bobby Bones,27,1,rank_save,40,7
Bobby Bones,27,1,rank_save,41,9
Bobby Bones,27,1,rank_save,42,6
Bobby Bones,27,1,rank_save,43,7
Bobby Bones,27,1,rank_save,44,7
Bobby Bones,27,1,rank_save,45,7
Bobby Bones,27,1,rank_save,46,7
Bobby Bones,27,1,rank_save,47,7
Bobby Bones,27,1,rank_save,48,7
Bobby Bones,27,1,rank_save,49,7
Bobby Bones,27,1,rank_save,50,7
Bobby Bones,27,1,rank_save,51,7
Bobby Bones,27,1,rank_save,52,7
Bobby Bones,27,1,rank_save,53,7
Bobby Bones,27,1,rank_save,54,7
Bobby Bones,27,1,rank_save,55,8
Bobby Bones,27,1,rank_save,56,7
Bobby Bones,27,1,rank_save,57,6
Bobby Bones,27,1,rank_save,58,6
Bobby Bones,27,1,rank_save,59,8
Bobby Bones,27,1,rank_save,60,7
Bobby Bones,27,1,rank_save,61,6
Bobby Bones,27,1,rank_save,62,7
Bobby Bones,27,1,rank_save,63,7
Bobby Bones,27,1,rank_save,64,7
Bobby Bones,27,1,rank_save,65,7
Bobby Bones,27,1,rank_save,66,5
Bobby Bones,27,1,rank_save,67,8
Bobby Bones,27,1,rank_save,68,7
Bobby Bones,27,1,rank_save,69,7
Bobby Bones,27,1,rank_save,70,7
Bobby Bones,27,1,rank_save,71,7
Bobby Bones,27,1,rank_save,72,7
Bobby Bones,27,1,rank_save,73,7
Bobby Bones,27,1,rank_save,74,7
Bobby Bones,27,1,rank_save,75,8
Bobby Bones,27,1,rank_save,76,8
Bobby Bones,27,1,rank_save,77,6
Bobby Bones,27,1,rank_save,78,6
Bobby Bones,27,1,rank_save,79,8
Bobby Bones,27,1,rank_save,80,7
Bobby Bones,27,1,rank_save,81,8
Bobby Bones,27,1,rank_save,82,7
Bobby Bones,27,1,rank_save,83,7
Bobby Bones,27,1,rank_save,84,7
Bobby Bones,27,1,rank_save,85,7
Bobby Bones,27,1,rank_save,86,7
Bobby Bones,27,1,rank_save,87,5
Bobby Bones,27,1,rank_save,88,7
Bobby Bones,27,1,rank_save,89,7
Bobby Bones,27,1,rank_save,90,7
Bobby Bones,27,1,rank_save,91,8
Bobby Bones,27,1,rank_save,92,7
Bobby Bones,27,1,rank_save,93,8
Bobby Bones,27,1,rank_save,94,7
Bobby Bones,27,1,rank_save,95,7
Bobby Bones,27,1,rank_save,96,9
Bobby Bones,27,1,rank_save,97,6
Bobby Bones,27,1,rank_save,98,5
Bobby Bones,27,1,rank_save,99,7
Bristol Palin,11,3,percent,0,3
Bristol Palin,11,3,percent,1,7
Bristol Palin,11,3,percent,2,3
Bristol Palin,11,3,percent,3,5
Bristol Palin,11,3,percent,4,6
Bristol Palin,11,3,percent,5,6
Bristol Palin,11,3,percent,6,6
Bristol Palin,11,3,percent,7,6
Bristol Palin,11,3,percent,8,5
Bristol Palin,11,3,percent,9,6
Bristol Palin,11,3,percent,10,4
Bristol Palin,11,3,percent,11,6
Bristol Palin,11,3,percent,12,5
Bristol Palin,11,3,percent,13,6
Bristol Palin,11,3,percent,14,5
Bristol Palin,11,3,percent,15,5
Bristol Palin,11,3,percent,16,5
Bristol Palin,11,3,percent,17,6
Bristol Palin,11,3,percent,18,4
Bristol Palin,11,3,percent,19,3
Bristol Palin,11,3,percent,20,5
Bristol Palin,11,3,percent,21,4
Bristol Palin,11,3,percent,22,6
Bristol Palin,11,3,percent,23,4
Bristol Palin,11,3,percent,24,7
Bristol Palin,11,3,percent,25,5
Bristol Palin,11,3,percent,26,4
Bristol Palin,11,3,percent,27,6
Bristol Palin,11,3,percent,28,5
Bristol Palin,11,3,percent,29,5
Bristol Palin,11,3,percent,30,5
Bristol Palin,11,3,percent,31,6
Bristol Palin,11,3,percent,32,4
Bristol Palin,11,3,percent,33,8
Bristol Palin,11,3,percent,34,7
Bristol Palin,11,3,percent,35,5
Bristol Palin,11,3,percent,36,4
Bristol Palin,11,3,percent,37,6
Bristol Palin,11,3,percent,38,3
Bristol Palin,11,3,percent,39,3
Bristol Palin,11,3,percent,40,5
Bristol Palin,11,3,percent,41,5
Bristol Palin,11,3,percent,42,6
Bristol Palin,11,3,percent,43,6
Bristol Palin,11,3,percent,44,6
Bristol Palin,11,3,percent,45,5
Bristol Palin,11,3,percent,46,5
Bristol Palin,11,3,percent,47,5
Bristol Palin,11,3,percent,48,8
Bristol Palin,11,3,percent,49,3
Bristol Palin,11,3,percent,50,6
Bristol Palin,11,3,percent,51,5
Bristol Palin,11,3,percent,52,5
Bristol Palin,11,3,percent,53,6
Bristol Palin,11,3,percent,54,5
Bristol Palin,11,3,percent,55,6
Bristol Palin,11,3,percent,56,6
Bristol Palin,11,3,percent,57,5
Bristol Palin,11,3,percent,58,5
Bristol Palin,11,3,percent,59,5
Bristol Palin,11,3,percent,60,6
Bristol Palin,11,3,percent,61,4
Bristol Palin,11,3,percent,62,5
Bristol Palin,11,3,percent,63,5
Bristol Palin,11,3,percent,64,6
Bristol Palin,11,3,percent,65,4
Bristol Palin,11,3,percent,66,6
Bristol Palin,11,3,percent,67,6
Bristol Palin,11,3,percent,68,4
Bristol Palin,11,3,percent,69,5
Bristol Palin,11,3,percent,70,7
Bristol Palin,11,3,percent,71,4
Bristol Palin,11,3,percent,72,6
Bristol Palin,11,3,percent,73,5
Bristol Palin,11,3,percent,74,5
Bristol Palin,11,3,percent,75,6
Bristol Palin,11,3,percent,76,5
Bristol Palin,11,3,percent,77,5
Bristol Palin,11,3,percent,78,5
Bristol Palin,11,3,percent,79,5
Bristol Palin,11,3,percent,80,4
Bristol Palin,11,3,percent,81,5
Bristol Palin,11,3,percent,82,7
Bristol Palin,11,3,percent,83,5
Bristol Palin,11,3,percent,84,5
Bristol Palin,11,3,percent,85,5
Bristol Palin,11,3,percent,86,6
Bristol Palin,11,3,percent,87,4
Bristol Palin,11,3,percent,88,7
Bristol Palin,11,3,percent,89,5
Bristol Palin,11,3,percent,90,5
Bristol Palin,11,3,percent,91,3
Bristol Palin,11,3,percent,92,4
Bristol Palin,11,3,percent,93,5
Bristol Palin,11,3,percent,94,5
Bristol Palin,11,3,percent,95,6
Bristol Palin,11,3,percent,96,5
Bristol Palin,11,3,percent,97,5
Bristol Palin,11,3,percent,98,5
Bristol Palin,11,3,percent,99,6
Bristol Palin,11,3,percent,100,4
Bristol Palin,11,3,percent,101,4
Bristol Palin,11,3,percent,102,3
Bristol Palin,11,3,percent,103,6
Bristol Palin,11,3,percent,104,5
Bristol Palin,11,3,percent,105,5
Bristol Palin,11,3,percent,106,6
Bristol Palin,11,3,percent,107,6
Bristol Palin,11,3,percent,108,5
Bristol Palin,11,3,percent,109,6
Bristol Palin,11,3,percent,110,4
Bristol Palin,11,3,percent,111,4
Bristol Palin,11,3,percent,112,5
Bristol Palin,11,3,percent,113,3
Bristol Palin,11,3,percent,114,5
Bristol Palin,11,3,percent,115,7
Bristol Palin,11,3,percent,116,3
Bristol Palin,11,3,percent,117,4
Bristol Palin,11,3,percent,118,5
Bristol Palin,11,3,percent,119,7
Bristol Palin,11,3,percent,120,5
Bristol Palin,11,3,percent,121,5
Bristol Palin,11,3,percent,122,3
Bristol Palin,11,3,percent,123,4
Bristol Palin,11,3,percent,124,8
Bristol Palin,11,3,percent,125,7
Bristol Palin,11,3,percent,126,3
Bristol Palin,11,3,percent,127,7
Bristol Palin,11,3,percent,128,5
Bristol Palin,11,3,percent,129,6
Bristol Palin,11,3,percent,130,5
Bristol Palin,11,3,percent,131,5
Bristol Palin,11,3,percent,132,5
Bristol Palin,11,3,percent,133,5
Bristol Palin,11,3,percent,134,4
Bristol Palin,11,3,percent,135,3
Bristol Palin,11,3,percent,136,5
Bristol Palin,11,3,percent,137,6
Bristol Palin,11,3,percent,138,4
Bristol Palin,11,3,percent,139,6
Bristol Palin,11,3,percent,140,7
Bristol Palin,11,3,percent,141,4
Bristol Palin,11,3,percent,142,6
Bristol Palin,11,3,percent,143,5
Bristol Palin,11,3,percent,144,6
Bristol Palin,11,3,percent,145,4
Bristol Palin,11,3,percent,146,6
Bristol Palin,11,3,percent,147,6
Bristol Palin,11,3,percent,148,7
Bristol Palin,11,3,percent,149,6
Bristol Palin,11,3,percent,150,5
Bristol Palin,11,3,percent,151,5
Bristol Palin,11,3,percent,152,6
Bristol Palin,11,3,percent,153,5
Bristol Palin,11,3,percent,154,3
Bristol Palin,11,3,percent,155,7
Bristol Palin,11,3,percent,156,6
Bristol Palin,11,3,percent,157,6
Bristol Palin,11,3,percent,158,4
Bristol Palin,11,3,percent,159,5
Bristol Palin,11,3,percent,160,5
Bristol Palin,11,3,percent,161,5
Bristol Palin,11,3,percent,162,4
Bristol Palin,11,3,percent,163,5
Bristol Palin,11,3,percent,164,8
Bristol Palin,11,3,percent,165,3
Bristol Palin,11,3,percent,166,7
Bristol Palin,11,3,percent,167,5
Bristol Palin,11,3,percent,168,6
Bristol Palin,11,3,percent,169,6
Bristol Palin,11,3,percent,170,5
Bristol Palin,11,3,percent,171,6
Bristol Palin,11,3,percent,172,6
Bristol Palin,11,3,percent,173,5
Bristol Palin,11,3,percent,174,5
Bristol Palin,11,3,percent,175,5
Bristol Palin,11,3,percent,176,6
Bristol Palin,11,3,percent,177,6
Bristol Palin,11,3,percent,178,6
Bristol Palin,11,3,percent,179,5
Bristol Palin,11,3,percent,180,6
Bristol Palin,11,3,percent,181,4
Bristol Palin,11,3,percent,182,5
Bristol Palin,11,3,percent,183,3
Bristol Palin,11,3,percent,184,5
Bristol Palin,11,3,percent,185,5
Bristol Palin,11,3,percent,186,5
Bristol Palin,11,3,percent,187,6
Bristol Palin,11,3,percent,188,5
Bristol Palin,11,3,percent,189,5
Bristol Palin,11,3,percent,190,5
Bristol Palin,11,3,percent,191,5
Bristol Palin,11,3,percent,192,4
Bristol Palin,11,3,percent,193,3
Bristol Palin,11,3,percent,194,5
Bristol Palin,11,3,percent,195,5
Bristol Palin,11,3,percent,196,5
Bristol Palin,11,3,percent,197,5
Bristol Palin,11,3,percent,198,5
Bristol Palin,11,3,percent,199,6
Bristol Palin,11,3,percent,200,5
Bristol Palin,11,3,percent,201,5
Bristol Palin,11,3,percent,202,3
Bristol Palin,11,3,percent,203,5
Bristol Palin,11,3,percent,204,5
Bristol Palin,11,3,percent,205,5
Bristol Palin,11,3,percent,206,5
Bristol Palin,11,3,percent,207,5
Bristol Palin,11,3,percent,208,5
Bristol Palin,11,3,percent,209,6
Bristol Palin,11,3,percent,210,6
Bristol Palin,11,3,percent,211,6
Bristol Palin,11,3,percent,212,7
Bristol Palin,11,3,percent,213,3
Bristol Palin,11,3,percent,214,4
Bristol Palin,11,3,percent,215,3
Bristol Palin,11,3,percent,216,5
Bristol Palin,11,3,percent,217,6
Bristol Palin,11,3,percent,218,5
Bristol Palin,11,3,percent,219,6
Bristol Palin,11,3,percent,220,3
Bristol Palin,11,3,percent,221,7
Bristol Palin,11,3,percent,222,5
Bristol Palin,11,3,percent,223,4
Bristol Palin,11,3,percent,224,5
Bristol Palin,11,3,percent,225,5
Bristol Palin,11,3,percent,226,5
Bristol Palin,11,3,percent,227,5
Bristol Palin,11,3,percent,228,6
Bristol Palin,11,3,percent,229,5
Bristol Palin,11,3,percent,230,5
Bristol Palin,11,3,percent,231,5
Bristol Palin,11,3,percent,232,6
Bristol Palin,11,3,percent,233,5
Bristol Palin,11,3,percent,234,5
Bristol Palin,11,3,percent,235,4
Bristol Palin,11,3,percent,236,4
Bristol Palin,11,3,percent,237,6
Bristol Palin,11,3,percent,238,4
Bristol Palin,11,3,percent,239,5
Bristol Palin,11,3,percent,240,6
Bristol Palin,11,3,percent,241,4
Bristol Palin,11,3,percent,242,5
Bristol Palin,11,3,percent,243,5
Bristol Palin,11,3,percent,244,7
Bristol Palin,11,3,percent,245,5
Bristol Palin,11,3,percent,246,6
Bristol Palin,11,3,percent,247,5
Bristol Palin,11,3,percent,248,3
Bristol Palin,11,3,percent,249,5
Bristol Palin,11,3,percent,250,7
Bristol Palin,11,3,percent,251,5
Bristol Palin,11,3,percent,252,6
Bristol Palin,11,3,percent,253,6
Bristol Palin,11,3,percent,254,4
Bristol Palin,11,3,percent,255,4
Bristol Palin,11,3,percent,256,5
Bristol Palin,11,3,percent,257,5
Bristol Palin,11,3,percent,258,6
Bristol Palin,11,3,percent,259,6
Bristol Palin,11,3,percent,260,5
Bristol Palin,11,3,percent,261,5
Bristol Palin,11,3,percent,262,6
Bristol Palin,11,3,percent,263,5
Bristol Palin,11,3,percent,264,6
Bristol Palin,11,3,percent,265,5
Bristol Palin,11,3,percent,266,5
Bristol Palin,11,3,percent,267,4
Bristol Palin,11,3,percent,268,5
Bristol Palin,11,3,percent,269,5
Bristol Palin,11,3,percent,270,5
Bristol Palin,11,3,percent,271,4
Bristol Palin,11,3,percent,272,6
Bristol Palin,11,3,percent,273,6
Bristol Palin,11,3,percent,274,4
Bristol Palin,11,3,percent,275,4
Bristol Palin,11,3,percent,276,3
Bristol Palin,11,3,percent,277,5
Bristol Palin,11,3,percent,278,5
Bristol Palin,11,3,percent,279,5
Bristol Palin,11,3,percent,280,5
Bristol Palin,11,3,percent,281,5
Bristol Palin,11,3,percent,282,5
Bristol Palin,11,3,percent,283,5
Bristol Palin,11,3,percent,284,8
Bristol Palin,11,3,percent,285,4
Bristol Palin,11,3,percent,286,6
Bristol Palin,11,3,percent,287,5
Bristol Palin,11,3,percent,288,5
Bristol Palin,11,3,percent,289,6
Bristol Palin,11,3,percent,290,6
Bristol Palin,11,3,percent,291,8
Bristol Palin,11,3,percent,292,4
Bristol Palin,11,3,percent,293,4
Bristol Palin,11,3,percent,294,6
Bristol Palin,11,3,percent,295,5
Bristol Palin,11,3,percent,296,5
Bristol Palin,11,3,percent,297,3
Bristol Palin,11,3,percent,298,4
Bristol Palin,11,3,percent,299,6
Bristol Palin,11,3,percent,300,4
Bristol Palin,11,3,percent,301,5
Bristol Palin,11,3,percent,302,4
Bristol Palin,11,3,percent,303,5
Bristol Palin,11,3,percent,304,3
Bristol Palin,11,3,percent,305,5
Bristol Palin,11,3,percent,306,3
Bristol Palin,11,3,percent,307,6
Bristol Palin,11,3,percent,308,5
Bristol Palin,11,3,percent,309,5
Bristol Palin,11,3,percent,310,6
Bristol Palin,11,3,percent,311,5
Bristol Palin,11,3,percent,312,5
Bristol Palin,11,3,percent,313,5
Bristol Palin,11,3,percent,314,5
Bristol Palin,11,3,percent,315,5
Bristol Palin,11,3,percent,316,8
Bristol Palin,11,3,percent,317,5
Bristol Palin,11,3,percent,318,5
Bristol Palin,11,3,percent,319,6
Bristol Palin,11,3,percent,320,5
Bristol Palin,11,3,percent,321,3
Bristol Palin,11,3,percent,322,5
Bristol Palin,11,3,percent,323,7
Bristol Palin,11,3,percent,324,4
Bristol Palin,11,3,percent,325,6
Bristol Palin,11,3,percent,326,4
Bristol Palin,11,3,percent,327,5
Bristol Palin,11,3,percent,328,4
Bristol Palin,11,3,percent,329,5
Bristol Palin,11,3,percent,330,6
Bristol Palin,11,3,percent,331,5
Bristol Palin,11,3,percent,332,5
Bristol Palin,11,3,percent,333,6
Bristol Palin,11,3,percent,334,6
Bristol Palin,11,3,percent,335,5
Bristol Palin,11,3,percent,336,5
Bristol Palin,11,3,percent,337,4
Bristol Palin,11,3,percent,338,8
Bristol Palin,11,3,percent,339,6
Bristol Palin,11,3,percent,340,5
Bristol Palin,11,3,percent,341,6
Bristol Palin,11,3,percent,342,5
Bristol Palin,11,3,percent,343,5
Bristol Palin,11,3,percent,344,4
Bristol Palin,11,3,percent,345,6
Bristol Palin,11,3,percent,346,4
Bristol Palin,11,3,percent,347,6
Bristol Palin,11,3,percent,348,6
Bristol Palin,11,3,percent,349,6
Bristol Palin,11,3,percent,350,3
Bristol Palin,11,3,percent,351,5
Bristol Palin,11,3,percent,352,5
Bristol Palin,11,3,percent,353,5
Bristol Palin,11,3,percent,354,4
Bristol Palin,11,3,percent,355,7
Bristol Palin,11,3,percent,356,5
Bristol Palin,11,3,percent,357,5
Bristol Palin,11,3,percent,358,5
Bristol Palin,11,3,percent,359,5
Bristol Palin,11,3,percent,360,5
Bristol Palin,11,3,percent,361,5
Bristol Palin,11,3,percent,362,6
Bristol Palin,11,3,percent,363,5
Bristol Palin,11,3,percent,364,8
Bristol Palin,11,3,percent,365,6
Bristol Palin,11,3,percent,366,4
Bristol Palin,11,3,percent,367,7
Bristol Palin,11,3,percent,368,4
Bristol Palin,11,3,percent,369,6
Bristol Palin,11,3,percent,370,5
Bristol Palin,11,3,percent,371,6
Bristol Palin,11,3,percent,372,6
Bristol Palin,11,3,percent,373,6
Bristol Palin,11,3,percent,374,6
Bristol Palin,11,3,percent,375,5
Bristol Palin,11,3,percent,376,4
Bristol Palin,11,3,percent,377,5
Bristol Palin,11,3,percent,378,4
Bristol Palin,11,3,percent,379,6
Bristol Palin,11,3,percent,380,5
Bristol Palin,11,3,percent,381,7
Bristol Palin,11,3,percent,382,5
Bristol Palin,11,3,percent,383,6
Bristol Palin,11,3,percent,384,4
Bristol Palin,11,3,percent,385,6
Bristol Palin,11,3,percent,386,6
Bristol Palin,11,3,percent,387,5
Bristol Palin,11,3,percent,388,5
Bristol Palin,11,3,percent,389,6
Bristol Palin,11,3,percent,390,4
Bristol Palin,11,3,percent,391,5
Bristol Palin,11,3,percent,392,5
Bristol Palin,11,3,percent,393,4
Bristol Palin,11,3,percent,394,5
Bristol Palin,11,3,percent,395,3
Bristol Palin,11,3,percent,396,3
Bristol Palin,11,3,percent,397,4
Bristol Palin,11,3,percent,398,7
Bristol Palin,11,3,percent,399,5
Bristol Palin,11,3,percent,400,7
Bristol Palin,11,3,percent,401,5
Bristol Palin,11,3,percent,402,5
Bristol Palin,11,3,percent,403,5
Bristol Palin,11,3,percent,404,5
Bristol Palin,11,3,percent,405,4
Bristol Palin,11,3,percent,406,5
Bristol Palin,11,3,percent,407,4
Bristol Palin,11,3,percent,408,5
Bristol Palin,11,3,percent,409,5
Bristol Palin,11,3,percent,410,4
Bristol Palin,11,3,percent,411,3
Bristol Palin,11,3,percent,412,6
Bristol Palin,11,3,percent,413,5
Bristol Palin,11,3,percent,414,3
Bristol Palin,11,3,percent,415,8
Bristol Palin,11,3,percent,416,3
Bristol Palin,11,3,percent,417,6
Bristol Palin,11,3,percent,418,8
Bristol Palin,11,3,percent,419,5
Bristol Palin,11,3,percent,420,4
Bristol Palin,11,3,percent,421,4
Bristol Palin,11,3,percent,422,5
Bristol Palin,11,3,percent,423,4
Bristol Palin,11,3,percent,424,6
Bristol Palin,11,3,percent,425,3
Bristol Palin,11,3,percent,426,5
Bristol Palin,11,3,percent,427,8
Bristol Palin,11,3,percent,428,6
Bristol Palin,11,3,percent,429,5
Bristol Palin,11,3,percent,430,5
Bristol Palin,11,3,percent,431,5
Bristol Palin,11,3,percent,432,5
Bristol Palin,11,3,percent,433,5
Bristol Palin,11,3,percent,434,4
Bristol Palin,11,3,percent,435,6
Bristol Palin,11,3,percent,436,5
Bristol Palin,11,3,percent,437,4
Bristol Palin,11,3,percent,438,5
Bristol Palin,11,3,percent,439,5
Bristol Palin,11,3,percent,440,6
Bristol Palin,11,3,percent,441,6
Bristol Palin,11,3,percent,442,6
Bristol Palin,11,3,percent,443,3
Bristol Palin,11,3,percent,444,5
Bristol Palin,11,3,percent,445,5
Bristol Palin,11,3,percent,446,3
Bristol Palin,11,3,percent,447,5
Bristol Palin,11,3,percent,448,6
Bristol Palin,11,3,percent,449,4
Bristol Palin,11,3,percent,450,5
Bristol Palin,11,3,percent,451,4
Bristol Palin,11,3,percent,452,3
Bristol Palin,11,3,percent,453,5
Bristol Palin,11,3,percent,454,7
Bristol Palin,11,3,percent,455,6
Bristol Palin,11,3,percent,456,7
Bristol Palin,11,3,percent,457,5
Bristol Palin,11,3,percent,458,4
Bristol Palin,11,3,percent,459,5
Bristol Palin,11,3,percent,460,5
Bristol Palin,11,3,percent,461,6
Bristol Palin,11,3,percent,462,4
Bristol Palin,11,3,percent,463,5
Bristol Palin,11,3,percent,464,4
Bristol Palin,11,3,percent,465,5
Bristol Palin,11,3,percent,466,6
Bristol Palin,11,3,percent,467,5
Bristol Palin,11,3,percent,468,5
Bristol Palin,11,3,percent,469,5
Bristol Palin,11,3,percent,470,5
Bristol Palin,11,3,percent,471,6
Bristol Palin,11,3,percent,472,6
Bristol Palin,11,3,percent,473,7
Bristol Palin,11,3,percent,474,6
Bristol Palin,11,3,percent,475,5
Bristol Palin,11,3,percent,476,6
Bristol Palin,11,3,percent,477,5
Bristol Palin,11,3,percent,478,5
Bristol Palin,11,3,percent,479,6
Bristol Palin,11,3,percent,480,3
Bristol Palin,11,3,percent,481,6
Bristol Palin,11,3,percent,482,5
Bristol Palin,11,3,percent,483,5
Bristol Palin,11,3,percent,484,5
Bristol Palin,11,3,percent,485,6
Bristol Palin,11,3,percent,486,5
Bristol Palin,11,3,percent,487,5
Bristol Palin,11,3,percent,488,3
Bristol Palin,11,3,percent,489,5
Bristol Palin,11,3,percent,490,4
Bristol Palin,11,3,percent,491,6
Bristol Palin,11,3,percent,492,5
Bristol Palin,11,3,percent,493,6
Bristol Palin,11,3,percent,494,3
Bristol Palin,11,3,percent,495,4
Bristol Palin,11,3,percent,496,6
Bristol Palin,11,3,percent,497,3
Bristol Palin,11,3,percent,498,3
Bristol Palin,11,3,percent,499,3
Bristol Palin,11,3,percent_save,0,8
Bristol Palin,11,3,percent_save,1,7
Bristol Palin,11,3,percent_save,2,7
Bristol Palin,11,3,percent_save,3,7
Bristol Palin,11,3,percent_save,4,9
Bristol Palin,11,3,percent_save,5,7
Bristol Palin,11,3,percent_save,6,6
Bristol Palin,11,3,percent_save,7,8
Bristol Palin,11,3,percent_save,8,6
Bristol Palin,11,3,percent_save,9,7
Bristol Palin,11,3,percent_save,10,7
Bristol Palin,11,3,percent_save,11,8
Bristol Palin,11,3,percent_save,12,7
Bristol Palin,11,3,percent_save,13,8
Bristol Palin,11,3,percent_save,14,10
Bristol Palin,11,3,percent_save,15,6
Bristol Palin,11,3,percent_save,16,7
Bristol Palin,11,3,percent_save,17,7
Bristol Palin,11,3,percent_save,18,7
Bristol Palin,11,3,percent_save,19,7
Bristol Palin,11,3,percent_save,20,8
Bristol Palin,11,3,percent_save,21,8
Bristol Palin,11,3,percent_save,22,7
Bristol Palin,11,3,percent_save,23,7
Bristol Palin,11,3,percent_save,24,8
Bristol Palin,11,3,percent_save,25,9
Bristol Palin,11,3,percent_save,26,8
Bristol Palin,11,3,percent_save,27,5
Bristol Palin,11,3,percent_save,28,8
Bristol Palin,11,3,percent_save,29,6
Bristol Palin,11,3,percent_save,30,7
Bristol Palin,11,3,percent_save,31,6
Bristol Palin,11,3,percent_save,32,7
Bristol Palin,11,3,percent_save,33,8
Bristol Palin,11,3,percent_save,34,6
Bristol Palin,11,3,percent_save,35,7
Bristol Palin,11,3,percent_save,36,7
Bristol Palin,11,3,percent_save,37,7
