season,rule,pair_id,celebrity_name,p_win,p_top3,expected_rank,expected_survival_weeks
11,percent_save,9,Brandy,0.0,0.0,9.46,2.54
11,rank,9,Brandy,0.0,0.0,9.27,2.73
11,rank_save,9,Brandy,0.0,0.0,9.37,2.63
11,percent,10,The Situation,0.0,0.0,9.78,2.22
11,percent_save,10,The Situation,0.0,0.0,9.59,2.41
11,rank,10,The Situation,0.0,0.0,9.73,2.27
11,rank_save,10,The Situation,0.0,0.0,9.63,2.37
11,percent,11,Audrina Patridge,0.0,0.0,8.09,3.91
11,percent_save,11,Audrina Patridge,0.0,0.0,8.25,3.75
11,rank,11,Audrina Patridge,0.0,0.0,8.1,3.9
11,rank_save,11,Audrina Patridge,0.0,0.0,8.18,3.82
12,percent,1,Ralph Macchio,0.13,0.9,2.14,9.73
12,percent_save,1,Ralph Macchio,0.07,1.0,1.93,10.0
12,rank,1,Ralph Macchio,0.13,0.97,1.98,9.89
12,rank_save,1,Ralph Macchio,0.11,1.0,1.89,10.0
12,percent,2,Chelsea Kane,0.0,0.0,5.66,6.25
12,percent_save,2,Chelsea Kane,0.0,0.0,5.49,6.51
12,rank,2,Chelsea Kane,0.0,0.0,5.66,6.33
12,rank_save,2,Chelsea Kane,0.0,0.0,5.27,6.73
12,percent,3,Kirstie Alley,0.0,0.0,5.48,6.18
12,percent_save,3,Kirstie Alley,0.0,0.0,5.61,5.89
12,rank,3,Kirstie Alley,0.0,0.0,5.19,6.6
12,rank_save,3,Kirstie Alley,0.0,0.0,6.18,5.11
12,percent,4,Hines Ward,0.87,0.99,1.17,9.96
12,percent_save,4,Hines Ward,0.93,1.0,1.08,9.99
12,rank,4,Hines Ward,0.87,0.99,1.19,9.94
12,rank_save,4,Hines Ward,0.89,1.0,1.14,9.97
12,percent,5,Sugar Ray Leonard,0.0,0.0,8.67,2.33
12,percent_save,5,Sugar Ray Leonard,0.0,0.0,8.64,2.36
12,rank,5,Sugar Ray Leonard,0.0,0.0,8.52,2.48
12,rank_save,5,Sugar Ray Leonard,0.0,0.0,8.65,2.35
12,percent,6,Chris Jericho,0.0,0.78,3.12,8.88
12,percent_save,6,Chris Jericho,0.0,0.55,3.44,8.56
12,rank,6,Chris Jericho,0.0,0.85,3.13,8.87
12,rank_save,6,Chris Jericho,0.0,0.27,3.7,8.3
12,percent,7,Petra Nemcova,0.0,0.33,3.9,8.09
12,percent_save,7,Petra Nemcova,0.0,0.45,3.97,8.02
12,rank,7,Petra Nemcova,0.0,0.19,4.18,7.78
12,rank_save,7,Petra Nemcova,0.0,0.73,3.55,8.44
12,percent,8,Mike Catherwood,0.0,0.0,6.98,4.46
12,percent_save,8,Mike Catherwood,0.0,0.0,6.91,4.6
12,rank,8,Mike Catherwood,0.0,0.0,7.29,3.97
12,rank_save,8,Mike Catherwood,0.0,0.0,6.73,4.99
12,percent,9,Romeo,0.0,0.0,7.88,3.12
12,percent_save,9,Romeo,0.0,0.0,7.93,3.07
12,rank,9,Romeo,0.0,0.0,7.86,3.14
12,rank_save,9,Romeo,0.0,0.0,7.89,3.11
13,percent,1,Elisabetta Canalis,0.0,0.0,8.04,4.91
13,percent_save,1,Elisabetta Canalis,0.0,0.0,8.18,4.8
13,rank,1,Elisabetta Canalis,0.0,0.0,8.31,4.69
13,rank_save,1,Elisabetta Canalis,0.0,0.0,7.22,5.77
13,percent,2,David Arquette,0.0,0.0,7.09,5.91
13,percent_save,2,David Arquette,0.0,0.0,7.73,5.27
13,rank,2,David Arquette,0.0,0.0,8.19,4.8
13,rank_save,2,David Arquette,0.0,0.0,8.96,4.04
13,percent,3,Ricki Lake,0.0,0.0,8.7,4.3
13,percent_save,3,Ricki Lake,0.0,0.0,8.06,4.94
13,rank,3,Ricki Lake,0.0,0.0,8.01,4.99
13,rank_save,3,Ricki Lake,0.0,0.0,8.0,5.0
13,percent,4,J.R. Martinez,0.0,0.0,6.12,6.88
13,percent_save,4,J.R. Martinez,0.0,0.0,5.57,7.43
13,rank,4,J.R. Martinez,0.0,0.0,5.69,7.31
13,rank_save,4,J.R. Martinez,0.0,0.0,5.03,7.97
13,percent,5,Metta World Peace (Ron),0.0,0.25,3.96,9.04
13,percent_save,5,Metta World Peace (Ron),0.0,0.08,4.02,8.98
13,rank,5,Metta World Peace (Ron),0.0,0.18,4.21,8.79
13,rank_save,5,Metta World Peace (Ron),0.0,0.01,4.08,8.92
13,percent,6,Hope Solo,0.83,0.99,1.23,9.99
13,percent_save,6,Hope Solo,0.94,0.99,1.08,9.99
13,rank,6,Hope Solo,0.87,0.99,1.16,9.99
13,rank_save,6,Hope Solo,0.89,1.0,1.14,10.0
13,percent,7,Chynna Phillips,0.0,0.0,9.64,3.3
13,percent_save,7,Chynna Phillips,0.0,0.0,9.42,3.57
13,rank,7,Chynna Phillips,0.0,0.0,9.03,3.97
13,rank_save,7,Chynna Phillips,0.0,0.0,9.0,4.0
13,percent,8,Kristin Cavallari,0.0,0.0,10.88,1.24
13,percent_save,8,Kristin Cavallari,0.0,0.0,10.97,1.06
13,rank,8,Kristin Cavallari,0.0,0.0,10.98,1.04
13,rank_save,8,Kristin Cavallari,0.0,0.0,10.99,1.02
13,percent,9,Carson Kressley,0.0,0.0,5.08,7.91
13,percent_save,9,Carson Kressley,0.0,0.0,5.9,7.1
13,rank,9,Carson Kressley,0.0,0.0,5.25,7.74
13,rank_save,9,Carson Kressley,0.0,0.0,6.71,6.29
13,percent,10,Chaz Bono,0.01,0.82,3.13,9.67
13,percent_save,10,Chaz Bono,0.0,0.99,2.8,9.98
13,rank,10,Chaz Bono,0.0,0.98,2.85,9.98
13,rank_save,10,Chaz Bono,0.0,1.0,2.96,10.0
13,percent,11,Nancy Grace,0.16,0.94,2.13,9.85
13,percent_save,11,Nancy Grace,0.06,0.94,2.27,9.88
13,rank,11,Nancy Grace,0.13,0.85,2.32,9.7
13,rank_save,11,Nancy Grace,0.11,0.99,1.91,9.99
14,percent,1,William Levy,0.89,0.99,1.16,9.85
14,percent_save,1,William Levy,0.23,1.0,1.78,9.22
14,rank,1,William Levy,0.89,1.0,1.13,9.87
14,rank_save,1,William Levy,0.79,1.0,1.25,9.75
14,percent,2,Jack Wagner,0.0,0.0,6.89,5.11
14,percent_save,2,Jack Wagner,0.0,0.0,6.97,5.03
14,rank,2,Jack Wagner,0.0,0.0,6.99,5.01
14,rank_save,2,Jack Wagner,0.0,0.0,6.51,5.49
14,percent,3,Sherri Sheperd,0.0,0.0,6.02,5.98
14,percent_save,3,Sherri Sheperd,0.0,0.0,6.51,5.49
14,rank,3,Sherri Sheperd,0.0,0.0,6.15,5.85
14,rank_save,3,Sherri Sheperd,0.0,0.0,6.99,5.01
14,percent,4,Jaleel White,0.0,0.0,8.65,3.35
14,percent_save,4,Jaleel White,0.0,0.0,8.53,3.47
14,rank,4,Jaleel White,0.0,0.0,8.62,3.38
14,rank_save,4,Jaleel White,0.0,0.0,8.63,3.37
14,percent,5,Roshon Fegan,0.0,0.0,5.04,6.96
14,percent_save,5,Roshon Fegan,0.0,0.0,4.27,7.73
14,rank,5,Roshon Fegan,0.0,0.0,4.7,7.3
14,rank_save,5,Roshon Fegan,0.0,0.0,4.15,7.85
14,percent,6,Melissa Gilbert,0.11,0.91,2.28,8.81
14,percent_save,6,Melissa Gilbert,0.77,0.97,1.49,9.54
14,rank,6,Melissa Gilbert,0.11,0.91,2.61,8.48
14,rank_save,6,Melissa Gilbert,0.21,0.96,2.62,8.42
14,percent,7,Martina Navratilova,0.0,0.39,3.81,7.8
14,percent_save,7,Martina Navratilova,0.0,0.23,4.48,7.29
14,rank,7,Martina Navratilova,0.0,0.21,4.05,7.74
14,rank_save,7,Martina Navratilova,0.0,0.06,4.91,7.03
14,percent,8,Donald Driver,0.0,0.71,3.32,7.97
14,percent_save,8,Donald Driver,0.0,0.8,3.04,8.16
14,rank,8,Donald Driver,0.0,0.88,2.76,8.36
14,rank_save,8,Donald Driver,0.0,0.98,2.24,8.78
14,percent,9,Gavin DeGraw,0.0,0.0,7.83,4.17
14,percent_save,9,Gavin DeGraw,0.0,0.0,7.93,4.07
14,rank,9,Gavin DeGraw,0.0,0.0,7.99,4.01
14,rank_save,9,Gavin DeGraw,0.0,0.0,7.7,4.3
15,percent,1,Gilles Marini,0.0,0.23,4.09,9.06
15,percent_save,1,Gilles Marini,0.0,0.2,4.13,9.01
15,rank,1,Gilles Marini,0.0,0.15,3.96,9.05
15,rank_save,1,Gilles Marini,0.0,0.23,3.79,9.23
15,percent,2,Sabrina Bryan,0.0,0.0,8.34,4.05
15,percent_save,2,Sabrina Bryan,0.0,0.0,9.11,3.05
15,rank,2,Sabrina Bryan,0.0,0.0,9.22,3.04
15,rank_save,2,Sabrina Bryan,0.0,0.0,9.58,2.56
15,percent,3,Kirstie Alley,0.0,0.0,8.69,3.31
15,percent_save,3,Kirstie Alley,0.0,0.0,8.4,3.6
15,rank,3,Kirstie Alley,0.0,0.0,8.05,3.95
15,rank_save,3,Kirstie Alley,0.0,0.0,8.0,4.0
15,percent,4,Kelly Monaco,0.0,0.1,5.1,8.37
15,percent_save,4,Kelly Monaco,0.0,0.11,5.33,7.98
15,rank,4,Kelly Monaco,0.0,0.05,5.97,7.37
15,rank_save,4,Kelly Monaco,0.0,0.1,6.26,6.85
15,percent,5,Apolo Anton Ohno,0.0,0.0,9.48,2.52
15,percent_save,5,Apolo Anton Ohno,0.0,0.0,9.24,2.76
15,rank,5,Apolo Anton Ohno,0.0,0.0,9.05,2.95
15,rank_save,5,Apolo Anton Ohno,0.0,0.0,9.0,3.0
15,percent,6,Emmitt Smith,0.01,0.77,3.05,9.75
15,percent_save,6,Emmitt Smith,0.03,0.72,3.19,9.57
15,rank,6,Emmitt Smith,0.03,0.82,3.08,9.62
15,rank_save,6,Emmitt Smith,0.0,0.67,3.54,9.27
15,percent,7,Shawn Johnson,0.0,0.0,5.95,7.72
15,percent_save,7,Shawn Johnson,0.0,0.0,6.11,7.35
15,rank,7,Shawn Johnson,0.0,0.0,6.32,7.11
15,rank_save,7,Shawn Johnson,0.0,0.0,5.65,8.09
15,percent,8,Pamela Anderson,0.9,1.0,1.11,10.0
15,percent_save,8,Pamela Anderson,0.88,1.0,1.12,10.0
15,rank,8,Pamela Anderson,0.94,0.99,1.09,9.99
15,rank_save,8,Pamela Anderson,0.94,1.0,1.07,10.0
15,percent,9,Helio Castroneves,0.0,0.0,6.79,6.47
15,percent_save,9,Helio Castroneves,0.0,0.0,6.11,7.78
15,rank,9,Helio Castroneves,0.0,0.0,6.02,7.96
15,rank_save,9,Helio Castroneves,0.0,0.0,6.0,8.0
15,percent,10,Joey Fatone,0.09,0.9,2.4,9.75
15,percent_save,10,Joey Fatone,0.09,0.97,2.26,9.9
15,rank,10,Joey Fatone,0.03,0.99,2.24,9.96
15,rank_save,10,Joey Fatone,0.06,1.0,2.11,10.0
16,percent,1,Ingo Rademacher,0.0,0.34,3.9,9.52
16,percent_save,1,Ingo Rademacher,0.0,0.25,3.75,9.96
16,rank,1,Ingo Rademacher,0.0,0.3,3.82,9.81
16,rank_save,1,Ingo Rademacher,0.0,0.22,3.76,10.0
16,percent,2,Zendaya,0.0,0.0,6.19,6.8
16,percent_save,2,Zendaya,0.0,0.0,6.37,6.63
16,rank,2,Zendaya,0.0,0.0,5.85,7.13
16,rank_save,2,Zendaya,0.0,0.0,6.2,6.78
16,percent,3,Dorothy Hamill,0.0,0.0,7.91,4.87
16,percent_save,3,Dorothy Hamill,0.0,0.0,7.95,4.96
16,rank,3,Dorothy Hamill,0.0,0.0,8.06,4.61
16,rank_save,3,Dorothy Hamill,0.0,0.0,8.11,4.72
16,percent,4,Victor Ortiz,0.0,0.0,9.75,2.25
16,percent_save,4,Victor Ortiz,0.0,0.0,9.93,2.07
16,rank,4,Victor Ortiz,0.0,0.0,9.75,2.25
16,rank_save,4,Victor Ortiz,0.0,0.0,9.9,2.1
16,percent,5,Alexandra Raisman,0.0,0.74,3.14,9.8
16,percent_save,5,Alexandra Raisman,0.01,0.79,2.99,9.92
16,rank,5,Alexandra Raisman,0.0,0.71,3.49,9.6
16,rank_save,5,Alexandra Raisman,0.0,0.79,3.28,9.88
16,percent,6,Jacoby Jones,0.82,1.0,1.21,10.0
16,percent_save,6,Jacoby Jones,0.88,1.0,1.13,10.0
16,rank,6,Jacoby Jones,0.84,1.0,1.17,10.0
16,rank_save,6,Jacoby Jones,0.86,0.99,1.17,9.98
16,percent,7,D. L. Hughley,0.0,0.0,4.98,8.31
16,percent_save,7,D. L. Hughley,0.0,0.0,4.93,8.14
16,rank,7,D. L. Hughley,0.0,0.0,5.39,7.8
16,rank_save,7,D. L. Hughley,0.0,0.0,5.04,8.01
16,percent,8,Andy Dick,0.0,0.0,6.89,6.08
16,percent_save,8,Andy Dick,0.0,0.0,6.82,6.17
16,rank,8,Andy Dick,0.0,0.0,6.98,5.97
16,rank_save,8,Andy Dick,0.0,0.0,6.85,6.15
16,percent,9,Wynonna Judd,0.0,0.0,8.87,3.39
16,percent_save,9,Wynonna Judd,0.0,0.0,8.91,3.19
16,rank,9,Wynonna Judd,0.0,0.0,8.58,3.86
16,rank_save,9,Wynonna Judd,0.0,0.0,8.81,3.38
16,percent,10,Kellie Pickler,0.18,0.92,2.16,9.98
16,percent_save,10,Kellie Pickler,0.11,0.96,2.22,9.96
16,rank,10,Kellie Pickler,0.16,0.99,1.91,9.97
16,rank_save,10,Kellie Pickler,0.14,1.0,1.88,10.0
17,percent,1,Valerie Harper,0.87,0.99,1.21,10.94
17,percent_save,1,Valerie Harper,0.86,0.98,1.21,10.96
17,rank,1,Valerie Harper,0.78,1.0,1.23,11.0
17,rank_save,1,Valerie Harper,0.84,1.0,1.18,11.0
17,percent,2,Brant Daugherty,0.0,0.75,3.28,10.53
17,percent_save,2,Brant Daugherty,0.01,0.56,3.49,10.22
17,rank,2,Brant Daugherty,0.02,0.78,3.23,10.22
17,rank_save,2,Brant Daugherty,0.02,0.82,3.29,10.14
17,percent,3,Elizabeth Berkley Lauren,0.0,0.0,8.83,3.17
17,percent_save,3,Elizabeth Berkley Lauren,0.0,0.0,9.53,2.47
17,rank,3,Elizabeth Berkley Lauren,0.0,0.0,8.95,3.05
17,rank_save,3,Elizabeth Berkley Lauren,0.0,0.0,9.6,2.4
17,percent,4,Leah Remini,0.0,0.0,5.89,7.61
17,percent_save,4,Leah Remini,0.0,0.0,5.83,7.39
17,rank,4,Leah Remini,0.0,0.0,5.51,8.13
17,rank_save,4,Leah Remini,0.0,0.0,5.06,8.9
17,percent,5,Corbin Bleu,0.0,0.0,6.65,6.29
17,percent_save,5,Corbin Bleu,0.0,0.0,6.02,7.96
17,rank,5,Corbin Bleu,0.0,0.0,6.06,7.88
17,rank_save,5,Corbin Bleu,0.0,0.0,6.0,8.0
17,percent,6,Amber Riley,0.13,0.98,2.03,10.93
17,percent_save,6,Amber Riley,0.13,1.0,2.04,11.0
17,rank,6,Amber Riley,0.2,0.97,2.15,10.97
17,rank_save,6,Amber Riley,0.14,1.0,2.13,11.0
17,percent,7,Keyshawn Johnson,0.0,0.0,5.19,8.61
17,percent_save,7,Keyshawn Johnson,0.0,0.0,4.9,8.52
17,rank,7,Keyshawn Johnson,0.0,0.0,4.42,9.38
17,rank_save,7,Keyshawn Johnson,0.0,0.0,4.09,9.85
17,percent,8,Bill Engvall,0.0,0.0,9.73,2.27
17,percent_save,8,Bill Engvall,0.0,0.0,9.25,2.75
17,rank,8,Bill Engvall,0.0,0.0,9.67,2.33
17,rank_save,8,Bill Engvall,0.0,0.0,9.21,2.79
17,percent,9,Christina Milian,0.0,0.28,4.02,9.82
17,percent_save,9,Christina Milian,0.0,0.46,4.57,8.89
17,rank,9,Christina Milian,0.0,0.25,5.58,7.24
17,rank_save,9,Christina Milian,0.0,0.18,6.28,6.08
17,percent,10,"Nicole ""Snooki"" Polizzi",0.0,0.0,8.17,3.83
17,percent_save,10,"Nicole ""Snooki"" Polizzi",0.0,0.0,8.16,3.84
17,rank,10,"Nicole ""Snooki"" Polizzi",0.0,0.0,8.2,3.8
17,rank_save,10,"Nicole ""Snooki"" Polizzi",0.0,0.0,8.16,3.84
18,percent,1,Billy Dee Williams,0.17,0.9,2.17,9.97
18,percent_save,1,Billy Dee Williams,0.11,0.92,2.25,9.98
18,rank,1,Billy Dee Williams,0.16,0.95,2.09,9.99
18,rank_save,1,Billy Dee Williams,0.19,0.98,2.19,10.0
18,percent,2,Danica McKellar,0.0,0.0,9.28,2.32
18,percent_save,2,Danica McKellar,0.0,0.0,9.72,1.46
18,rank,2,Danica McKellar,0.0,0.0,9.06,2.51
18,rank_save,2,Danica McKellar,0.0,0.0,9.82,1.27
18,percent,3,James Maslow,0.0,0.65,3.34,9.82
18,percent_save,3,James Maslow,0.0,0.71,3.37,9.67
18,rank,3,James Maslow,0.0,0.75,3.35,9.77
18,rank_save,3,James Maslow,0.0,0.76,3.39,9.53
18,percent,4,Candace Cameron Bure,0.0,0.0,4.87,9.13
18,percent_save,4,Candace Cameron Bure,0.0,0.0,4.61,9.39
18,rank,4,Candace Cameron Bure,0.0,0.0,4.73,9.27
18,rank_save,4,Candace Cameron Bure,0.0,0.0,4.04,9.96
18,percent,5,Sean Avery,0.0,0.0,6.04,7.96
18,percent_save,5,Sean Avery,0.0,0.0,5.48,8.52
18,rank,5,Sean Avery,0.0,0.0,5.79,8.21
18,rank_save,5,Sean Avery,0.0,0.0,5.02,8.98
18,percent,6,Diana Nyad,0.0,0.0,9.47,1.53
18,percent_save,6,Diana Nyad,0.0,0.0,9.21,1.79
18,rank,6,Diana Nyad,0.0,0.0,9.74,1.26
18,rank_save,6,Diana Nyad,0.0,0.0,9.15,1.85
18,percent,7,Charlie White,0.0,0.0,7.81,5.77
18,percent_save,7,Charlie White,0.0,0.0,7.88,5.97
18,rank,7,Charlie White,0.0,0.0,7.83,5.72
18,rank_save,7,Charlie White,0.0,0.0,7.99,5.98
18,percent,8,Amy Purdy,0.0,0.47,3.83,9.63
18,percent_save,8,Amy Purdy,0.0,0.37,4.32,9.29
18,rank,8,Amy Purdy,0.0,0.3,4.15,9.48
18,rank_save,8,Amy Purdy,0.0,0.28,5.15,8.51
18,percent,9,Meryl Davis,0.83,0.98,1.25,9.99
18,percent_save,9,Meryl Davis,0.89,1.0,1.12,10.0
18,rank,9,Meryl Davis,0.84,1.0,1.17,10.0
18,rank_save,9,Meryl Davis,0.81,0.98,1.27,9.96
18,percent,10,Drew Carey,0.0,0.0,6.94,6.88
18,percent_save,10,Drew Carey,0.0,0.0,7.04,6.93
18,rank,10,Drew Carey,0.0,0.0,7.09,6.79
18,rank_save,10,Drew Carey,0.0,0.0,6.98,6.96
19,percent,1,Antonio Sabato Jr.,0.82,1.0,1.2,11.0
19,percent_save,1,Antonio Sabato Jr.,0.89,1.0,1.12,11.0
19,rank,1,Antonio Sabato Jr.,0.81,1.0,1.19,11.0
19,rank_save,1,Antonio Sabato Jr.,0.86,1.0,1.14,11.0
19,percent,2,Jonathan Bennett,0.0,0.24,4.16,10.22
19,percent_save,2,Jonathan Bennett,0.0,0.22,3.82,10.84
19,rank,2,Jonathan Bennett,0.0,0.31,3.75,10.84
19,rank_save,2,Jonathan Bennett,0.0,0.21,3.77,11.0
19,percent,3,Lea Thompson,0.0,0.0,8.23,4.36
19,percent_save,3,Lea Thompson,0.0,0.0,9.48,2.9
19,rank,3,Lea Thompson,0.0,0.0,7.78,4.84
19,rank_save,3,Lea Thompson,0.0,0.0,10.08,2.15
19,percent,4,Janel Parrish,0.0,0.78,3.13,10.83
19,percent_save,4,Janel Parrish,0.0,0.84,3.0,11.0
19,rank,4,Janel Parrish,0.0,0.75,3.18,10.88
19,rank_save,4,Janel Parrish,0.0,0.84,2.98,10.95
19,percent,5,Alfonso Ribeiro,0.0,0.0,7.08,5.89
19,percent_save,5,Alfonso Ribeiro,0.0,0.0,6.83,6.34
19,rank,5,Alfonso Ribeiro,0.0,0.0,7.29,5.64
19,rank_save,5,Alfonso Ribeiro,0.0,0.0,6.36,7.28
19,percent,6,Lolo Jones,0.0,0.0,5.09,9.13
19,percent_save,6,Lolo Jones,0.0,0.0,5.13,8.87
19,rank,6,Lolo Jones,0.0,0.0,5.47,8.54
19,rank_save,6,Lolo Jones,0.0,0.0,5.14,8.84
19,percent,7,Randy Couture,0.0,0.0,10.69,1.31
19,percent_save,7,Randy Couture,0.0,0.0,10.36,1.64
19,rank,7,Randy Couture,0.0,0.0,10.87,1.13
19,rank_save,7,Randy Couture,0.0,0.0,10.23,1.77
19,percent,8,Tommy Chong,0.0,0.0,6.08,7.59
19,percent_save,8,Tommy Chong,0.0,0.0,6.53,7.01
19,rank,8,Tommy Chong,0.0,0.0,6.08,7.53
19,rank_save,8,Tommy Chong,0.0,0.0,6.85,6.36
19,percent,9,Betsey Johnson,0.0,0.0,8.76,3.24
19,percent_save,9,Betsey Johnson,0.0,0.0,8.33,3.67
19,rank,9,Betsey Johnson,0.0,0.0,8.72,3.28
19,rank_save,9,Betsey Johnson,0.0,0.0,8.14,3.86
19,percent,10,Michael Waltrip,0.18,0.98,2.03,10.98
19,percent_save,10,Michael Waltrip,0.11,0.94,2.15,10.98
19,rank,10,Michael Waltrip,0.19,0.94,2.1,10.89
19,rank_save,10,Michael Waltrip,0.14,0.95,2.19,10.91
19,percent,11,Tavis Smiley,0.0,0.0,9.55,2.45
19,percent_save,11,Tavis Smiley,0.0,0.0,9.25,2.75
19,rank,11,Tavis Smiley,0.0,0.0,9.57,2.43
19,rank_save,11,Tavis Smiley,0.0,0.0,9.12,2.88
20,percent,1,Suzanne Somers,0.0,0.0,9.07,2.93
20,percent_save,1,Suzanne Somers,0.0,0.0,9.24,2.76
20,rank,1,Suzanne Somers,0.0,0.0,9.78,2.22
20,rank_save,1,Suzanne Somers,0.0,0.0,9.46,2.54
20,percent,2,Willow Shields,0.0,0.27,4.07,8.2
20,percent_save,2,Willow Shields,0.0,0.22,4.9,7.32
20,rank,2,Willow Shields,0.0,0.2,4.74,7.46
20,rank_save,2,Willow Shields,0.0,0.11,6.26,5.85
20,percent,3,Riker Lynch,0.0,0.0,7.84,4.16
20,percent_save,3,Riker Lynch,0.0,0.0,7.79,4.21
20,rank,3,Riker Lynch,0.0,0.0,7.31,4.69
20,rank_save,3,Riker Lynch,0.0,0.0,7.05,4.95
20,percent,4,Rumer Willis,0.01,0.75,3.18,9.42
20,percent_save,4,Rumer Willis,0.0,0.85,3.06,9.52
20,rank,4,Rumer Willis,0.02,0.89,3.37,9.39
20,rank_save,4,Rumer Willis,0.0,0.91,3.26,9.6
20,percent,5,Nastia Liukin,0.0,0.0,6.13,5.87
20,percent_save,5,Nastia Liukin,0.0,0.0,6.19,5.81
20,rank,5,Nastia Liukin,0.0,0.0,6.24,5.76
20,rank_save,5,Nastia Liukin,0.0,0.0,5.64,6.36
20,percent,6,Michael Sam,0.0,0.0,9.37,2.63
20,percent_save,6,Michael Sam,0.0,0.0,9.0,3.0
20,rank,6,Michael Sam,0.0,0.0,9.04,2.96
20,rank_save,6,Michael Sam,0.0,0.0,9.0,3.0
20,percent,7,Robert Herjavec,0.18,0.99,1.95,9.97
20,percent_save,7,Robert Herjavec,0.15,0.94,2.2,9.82
20,rank,7,Robert Herjavec,0.11,0.93,2.12,9.79
20,rank_save,7,Robert Herjavec,0.14,0.98,1.92,9.94
20,percent,8,Charlotte McKinney,0.81,0.99,1.23,9.98
20,percent_save,8,Charlotte McKinney,0.85,0.99,1.21,9.97
20,rank,8,Charlotte McKinney,0.87,0.98,1.19,9.94
20,rank_save,8,Charlotte McKinney,0.86,1.0,1.17,10.0
20,percent,9,Noah Galloway,0.0,0.0,7.12,4.88
20,percent_save,9,Noah Galloway,0.0,0.0,7.39,4.61
20,rank,9,Noah Galloway,0.0,0.0,7.2,4.8
20,rank_save,9,Noah Galloway,0.0,0.0,7.24,4.76
20,percent,10,Redfoo,0.0,0.0,5.04,6.96
20,percent_save,10,Redfoo,0.0,0.0,4.02,7.98
20,rank,10,Redfoo,0.0,0.0,4.01,7.99
20,rank_save,10,Redfoo,0.0,0.0,4.0,8.0
21,percent,1,Gary Busey,0.17,0.91,2.16,10.8
21,percent_save,1,Gary Busey,0.18,0.92,2.12,10.84
21,rank,1,Gary Busey,0.11,0.79,2.73,10.48
21,rank_save,1,Gary Busey,0.08,0.45,4.63,8.86
21,percent,2,Alexa PenaVega,0.0,0.36,4.03,9.51
21,percent_save,2,Alexa PenaVega,0.0,0.36,4.07,9.45
21,rank,2,Alexa PenaVega,0.0,0.67,4.27,9.64
21,rank_save,2,Alexa PenaVega,0.0,0.91,3.22,10.59
21,percent,3,Carlos PenaVega,0.0,0.0,5.99,7.98
21,percent_save,3,Carlos PenaVega,0.0,0.0,5.52,8.48
21,rank,3,Carlos PenaVega,0.0,0.0,5.47,8.42
21,rank_save,3,Carlos PenaVega,0.0,0.0,5.38,8.51
21,percent,4,Victor Espinoza,0.01,0.64,3.23,10.25
21,percent_save,4,Victor Espinoza,0.01,0.72,3.08,10.42
21,rank,4,Victor Espinoza,0.01,0.53,3.01,10.06
21,rank_save,4,Victor Espinoza,0.05,0.52,2.94,10.04
21,percent,5,Alek Skarlatos,0.0,0.0,10.25,2.44
21,percent_save,5,Alek Skarlatos,0.0,0.0,10.15,2.5
21,rank,5,Alek Skarlatos,0.0,0.0,10.19,2.64
21,rank_save,5,Alek Skarlatos,0.0,0.0,10.27,2.47
21,percent,6,Chaka Khan,0.0,0.0,9.22,3.76
21,percent_save,6,Chaka Khan,0.0,0.0,9.22,3.7
21,rank,6,Chaka Khan,0.0,0.0,9.35,3.68
21,rank_save,6,Chaka Khan,0.0,0.0,9.25,3.88
21,percent,7,Andy Grammer,0.0,0.0,6.99,6.95
21,percent_save,7,Andy Grammer,0.0,0.0,6.41,7.53
21,rank,7,Andy Grammer,0.0,0.0,6.3,7.7
21,rank_save,7,Andy Grammer,0.0,0.0,6.0,8.0
21,percent,8,Tamar Braxton,0.0,0.0,10.13,2.6
21,percent_save,8,Tamar Braxton,0.0,0.0,10.32,2.4
21,rank,8,Tamar Braxton,0.0,0.0,10.06,2.42
21,rank_save,8,Tamar Braxton,0.0,0.0,9.93,2.6
21,percent,9,Nick Carter,0.82,1.0,1.19,11.0
21,percent_save,9,Nick Carter,0.81,0.99,1.26,10.96
21,rank,9,Nick Carter,0.88,1.0,1.12,11.0
21,rank_save,9,Nick Carter,0.87,0.99,1.19,10.96
21,percent,10,Hayes Grier,0.0,0.0,7.97,5.73
21,percent_save,10,Hayes Grier,0.0,0.0,8.17,5.6
21,rank,10,Hayes Grier,0.0,0.0,7.93,5.88
21,rank_save,10,Hayes Grier,0.0,0.0,8.23,5.51
21,percent,11,Bindi Irwin,0.0,0.09,4.84,8.98
21,percent_save,11,Bindi Irwin,0.0,0.01,5.68,8.12
21,rank,11,Bindi Irwin,0.0,0.01,5.57,8.08
21,rank_save,11,Bindi Irwin,0.0,0.13,4.96,8.58
22,percent,1,Mischa Barton,0.0,0.17,4.4,8.96
22,percent_save,1,Mischa Barton,0.0,0.24,4.19,9.1
22,rank,1,Mischa Barton,0.0,0.07,4.75,8.91
22,rank_save,1,Mischa Barton,0.0,0.01,4.77,8.88
22,percent,2,Kim Fields,0.0,0.0,9.19,5.31
22,percent_save,2,Kim Fields,0.0,0.0,9.5,4.78
22,rank,2,Kim Fields,0.0,0.0,9.14,5.44
22,rank_save,2,Kim Fields,0.0,0.0,9.53,4.74
22,percent,3,Jodie Sweetin,0.0,0.0,10.89,2.22
22,percent_save,3,Jodie Sweetin,0.0,0.0,10.91,2.18
22,rank,3,Jodie Sweetin,0.0,0.0,10.84,2.32
22,rank_save,3,Jodie Sweetin,0.0,0.0,10.97,2.06
