Season,Week,CelebrityID,Name,Partner,Industry,Is_US,Raw_Total,Judge_Count,Avg_Score,Z_Score,Score_Trajectory,Judge_Rank,Is_Eliminated,Final_Placement
10,7,106,Niecy Nash,Louis van Amstel,Acting,1,24.5,3,8.166666666666666,-1.4599,-0.5,6,0,5
10,8,106,Niecy Nash,Louis van Amstel,Acting,1,21.5,3,7.166666666666667,-1.1617,-1.0,5,1,5
10,1,107,Buzz Aldrin,Ashly DelGrosso,Other,1,14.0,3,4.666666666666667,-1.4809,0.0,11,0,10
10,2,107,Buzz Aldrin,Ashly DelGrosso,Other,1,12.0,3,4.0,-1.7889,-0.67,11,0,10
10,3,107,Buzz Aldrin,Ashly DelGrosso,Other,1,13.0,3,4.333333333333333,-1.92,0.33,10,1,10
10,1,108,Chad Ochocinco,Cheryl Burke,Sports,1,18.0,3,6.0,-0.2962,0.0,6,0,4
10,2,108,Chad Ochocinco,Cheryl Burke,Sports,1,16.0,3,5.333333333333333,-0.8944,-0.67,9,0,4
10,3,108,Chad Ochocinco,Cheryl Burke,Sports,1,20.0,3,6.666666666666667,-0.0789,1.33,7,0,4
10,4,108,Chad Ochocinco,Cheryl Burke,Sports,1,22.0,3,7.333333333333333,0.3791,0.67,4,0,4
10,5,108,Chad Ochocinco,Cheryl Burke,Sports,1,18.0,3,6.0,-0.7682,-1.33,6,0,4
10,6,108,Chad Ochocinco,Cheryl Burke,Sports,1,30.999899999999997,3,10.3333,0.276,4.33,3,0,4
10,7,108,Chad Ochocinco,Cheryl Burke,Sports,1,26.0,3,8.666666666666666,0.0859,-1.67,3,0,4
10,8,108,Chad Ochocinco,Cheryl Burke,Sports,1,22.5,3,7.5,-0.856,-1.17,4,0,4
10,9,108,Chad Ochocinco,Cheryl Burke,Sports,1,26.0,3,8.666666666666666,-1.3568,1.17,4,1,4
10,1,109,Evan Lysacek,Anna Trebunskaya,Sports,1,23.0,3,7.666666666666667,1.1847,0.0,2,0,2
10,2,109,Evan Lysacek,Anna Trebunskaya,Sports,1,24.0,3,8.0,0.8944,0.33,2,0,2
10,3,109,Evan Lysacek,Anna Trebunskaya,Sports,1,26.0,3,8.666666666666666,1.4992,0.67,1,0,2
10,4,109,Evan Lysacek,Anna Trebunskaya,Sports,1,26.0,3,8.666666666666666,1.4708,0.0,1,0,2
10,5,109,Evan Lysacek,Anna Trebunskaya,Sports,1,27.0,3,9.0,1.139,0.33,2,0,2
10,6,109,Evan Lysacek,Anna Trebunskaya,Sports,1,27.0,3,9.0,-0.69,0.0,5,0,2
10,7,109,Evan Lysacek,Anna Trebunskaya,Sports,1,27.0,3,9.0,1.1164,0.0,1,0,2
10,8,109,Evan Lysacek,Anna Trebunskaya,Sports,1,26.5,3,8.833333333333334,0.3669,-0.17,2,0,2
10,9,109,Evan Lysacek,Anna Trebunskaya,Sports,1,29.5,3,9.833333333333334,0.7538,1.0,1,0,2
10,10,109,Evan Lysacek,Anna Trebunskaya,Sports,1,26.8887,3,8.9629,-0.629,-0.87,3,0,2
10,1,110,Pamela Anderson,Damian Whitewood,Model,0,21.0,3,7.0,0.5923,0.0,3,0,6
10,2,110,Pamela Anderson,Damian Whitewood,Model,0,22.0,3,7.333333333333333,0.4472,0.33,4,0,6
10,3,110,Pamela Anderson,Damian Whitewood,Model,0,21.0,3,7.0,0.1841,-0.33,4,0,6
10,4,110,Pamela Anderson,Damian Whitewood,Model,0,23.5,3,7.833333333333333,0.7885,0.83,3,0,6
10,5,110,Pamela Anderson,Damian Whitewood,Model,0,21.0,3,7.0,-0.1324,-0.83,5,0,6
10,6,110,Pamela Anderson,Damian Whitewood,Model,0,29.9998,3,9.999933333333335,0.0345,3.0,4,0,6
10,7,110,Pamela Anderson,Damian Whitewood,Model,0,25.5,3,8.5,-0.4294,-1.5,4,1,6
10,1,111,Nicole Scherzinger,Derek Hough,Music,1,25.0,3,8.333333333333334,1.777,0.0,1,0,1
10,2,111,Nicole Scherzinger,Derek Hough,Music,1,28.0,3,9.333333333333334,1.7889,1.0,1,0,1
10,3,111,Nicole Scherzinger,Derek Hough,Music,1,23.0,3,7.666666666666667,0.7101,-1.67,2,0,1
10,4,111,Nicole Scherzinger,Derek Hough,Music,1,25.0,3,8.333333333333334,1.1979,0.67,2,0,1
10,5,111,Nicole Scherzinger,Derek Hough,Music,1,29.0,3,9.666666666666666,1.5629,1.33,1,0,1
10,6,111,Nicole Scherzinger,Derek Hough,Music,1,35.9999,3,11.999966666666666,1.4836,2.33,1,0,1
10,7,111,Nicole Scherzinger,Derek Hough,Music,1,27.0,3,9.0,1.1164,-3.0,1,0,1
10,8,111,Nicole Scherzinger,Derek Hough,Music,1,29.5,3,9.833333333333334,1.284,0.83,1,0,1
10,9,111,Nicole Scherzinger,Derek Hough,Music,1,29.5,3,9.833333333333334,0.7538,0.0,1,0,1
10,10,111,Nicole Scherzinger,Derek Hough,Music,1,28.7777,3,9.592566666666666,1.1531,-0.24,1,0,1
10,1,112,Erin Andrews,Maksim Chmerkoskiy,Sports,1,21.0,3,7.0,0.5923,0.0,3,0,3
10,2,112,Erin Andrews,Maksim Chmerkoskiy,Sports,1,23.0,3,7.666666666666667,0.6708,0.67,3,0,3
10,3,112,Erin Andrews,Maksim Chmerkoskiy,Sports,1,23.0,3,7.666666666666667,0.7101,0.0,2,0,3
10,4,112,Erin Andrews,Maksim Chmerkoskiy,Sports,1,19.5,3,6.5,-0.3033,-1.17,5,0,3
10,5,112,Erin Andrews,Maksim Chmerkoskiy,Sports,1,22.0,3,7.333333333333333,0.0795,0.83,4,0,3
10,6,112,Erin Andrews,Maksim Chmerkoskiy,Sports,1,34.0,3,11.333333333333334,1.0006,4.0,2,0,3
10,7,112,Erin Andrews,Maksim Chmerkoskiy,Sports,1,25.5,3,8.5,-0.4294,-2.83,4,0,3
10,8,112,Erin Andrews,Maksim Chmerkoskiy,Sports,1,26.5,3,8.833333333333334,0.3669,0.33,2,0,3
10,9,112,Erin Andrews,Maksim Chmerkoskiy,Sports,1,28.0,3,9.333333333333334,-0.1508,0.5,3,0,3
10,10,112,Erin Andrews,Maksim Chmerkoskiy,Sports,1,26.9998,3,8.999933333333333,-0.5242,-0.33,2,0,3
10,1,113,Kate Gosselin,Tony Dovolani,Media/TV,1,16.0,3,5.333333333333333,-0.8885,0.0,9,0,8
10,2,113,Kate Gosselin,Tony Dovolani,Media/TV,1,15.0,3,5.0,-1.118,-0.33,10,0,8
10,3,113,Kate Gosselin,Tony Dovolani,Media/TV,1,15.0,3,5.0,-1.394,0.0,9,0,8
10,4,113,Kate Gosselin,Tony Dovolani,Media/TV,1,16.0,3,5.333333333333333,-1.2586,0.33,9,0,8
10,5,113,Kate Gosselin,Tony Dovolani,Media/TV,1,15.0,3,5.0,-1.4039,-0.33,8,1,8
10,1,114,Jake Pavelka,Chelsie Hightower,Media/TV,1,20.0,3,6.666666666666667,0.2962,0.0,5,0,7
10,2,114,Jake Pavelka,Chelsie Hightower,Media/TV,1,20.0,3,6.666666666666667,0.0,0.0,6,0,7
10,3,114,Jake Pavelka,Chelsie Hightower,Media/TV,1,21.0,3,7.0,0.1841,0.33,4,0,7
10,4,114,Jake Pavelka,Chelsie Hightower,Media/TV,1,19.0,3,6.333333333333333,-0.4397,-0.67,6,0,7
10,5,114,Jake Pavelka,Chelsie Hightower,Media/TV,1,23.0,3,7.666666666666667,0.2914,1.33,3,0,7
10,6,114,Jake Pavelka,Chelsie Hightower,Media/TV,1,24.999899999999997,3,8.3333,-1.1731,0.67,7,1,7
11,1,115,David Hasselhoff,Kym Johnson,Acting,1,15.0,3,5.0,-1.1623,0.0,10,1,12
11,1,116,Florence Henderson,Corky Ballas,Acting,1,18.0,3,6.0,-0.272,0.0,7,0,8
11,2,116,Florence Henderson,Corky Ballas,Acting,1,19.0,3,6.333333333333333,-0.3306,0.33,8,0,8
11,3,116,Florence Henderson,Corky Ballas,Acting,1,20.0,3,6.666666666666667,-0.7944,0.33,7,0,8
11,4,116,Florence Henderson,Corky Ballas,Acting,1,17.5,3,5.833333333333333,-0.5403,-0.83,6,0,8
11,5,116,Florence Henderson,Corky Ballas,Acting,1,21.0,3,7.0,-0.6002,1.17,6,1,8
11,1,117,Kyle Massey,Lacey Schwimmer,Acting,1,23.0,3,7.666666666666667,1.2117,0.0,2,0,2
11,2,117,Kyle Massey,Lacey Schwimmer,Acting,1,22.0,3,7.333333333333333,0.5785,-0.33,3,0,2
11,3,117,Kyle Massey,Lacey Schwimmer,Acting,1,23.0,3,7.666666666666667,0.3404,0.33,5,0,2
11,4,117,Kyle Massey,Lacey Schwimmer,Acting,1,20.0,3,6.666666666666667,0.0251,-1.0,4,0,2
11,5,117,Kyle Massey,Lacey Schwimmer,Acting,1,20.0,3,6.666666666666667,-0.9432,0.0,7,0,2
11,6,117,Kyle Massey,Lacey Schwimmer,Acting,1,29.999899999999997,3,9.999966666666666,0.1011,3.33,4,0,2
11,7,117,Kyle Massey,Lacey Schwimmer,Acting,1,33.5,4,8.375,-0.779,-1.62,5,0,2
11,8,117,Kyle Massey,Lacey Schwimmer,Acting,1,28.0,3,9.333333333333334,0.5941,0.96,3,0,2
11,9,117,Kyle Massey,Lacey Schwimmer,Acting,1,29.0,3,9.666666666666666,0.3397,0.33,2,0,2
11,10,117,Kyle Massey,Lacey Schwimmer,Acting,1,27.333199999999998,3,9.111066666666666,-0.1525,-0.56,2,0,2
11,1,118,Jennifer Grey,Derek Hough,Acting,1,24.0,3,8.0,1.5085,0.0,1,0,1
11,2,118,Jennifer Grey,Derek Hough,Acting,1,24.0,3,8.0,1.1845,0.0,1,0,1
11,3,118,Jennifer Grey,Derek Hough,Acting,1,24.0,3,8.0,0.7187,0.0,2,0,1
11,4,118,Jennifer Grey,Derek Hough,Acting,1,28.0,3,9.333333333333334,1.8345,1.33,1,0,1
11,5,118,Jennifer Grey,Derek Hough,Acting,1,25.0,3,8.333333333333334,0.7717,-1.0,2,0,1
11,6,118,Jennifer Grey,Derek Hough,Acting,1,29.0,3,9.666666666666666,-0.1348,1.33,5,0,1
11,7,118,Jennifer Grey,Derek Hough,Acting,1,36.5,4,9.125,1.0906,-0.54,1,0,1
11,8,118,Jennifer Grey,Derek Hough,Acting,1,28.5,3,9.5,0.7921,0.38,1,0,1
11,9,118,Jennifer Grey,Derek Hough,Acting,1,30.0,3,10.0,1.019,0.5,1,0,1
11,10,118,Jennifer Grey,Derek Hough,Acting,1,30.0,3,10.0,1.0675,0.0,1,0,1
11,1,119,Rick Fox,Cheryl Burke,Sports,0,22.0,3,7.333333333333333,0.915,0.0,4,0,6
11,2,119,Rick Fox,Cheryl Burke,Sports,0,21.0,3,7.0,0.2755,-0.33,5,0,6
11,3,119,Rick Fox,Cheryl Burke,Sports,0,24.0,3,8.0,0.7187,1.0,2,0,6
11,4,119,Rick Fox,Cheryl Burke,Sports,0,19.5,3,6.5,-0.088,-1.5,5,0,6
11,5,119,Rick Fox,Cheryl Burke,Sports,0,24.0,3,8.0,0.4287,1.5,3,0,6
11,6,119,Rick Fox,Cheryl Burke,Sports,0,30.0,3,10.0,0.1012,2.0,3,0,6
11,7,119,Rick Fox,Cheryl Burke,Sports,0,34.5,4,8.625,-0.1558,-1.38,4,1,6
11,1,120,Kurt Warner,Anna Trebunskaya,Sports,1,19.0,3,6.333333333333333,0.0247,0.0,5,0,5
11,2,120,Kurt Warner,Anna Trebunskaya,Sports,1,21.0,3,7.0,0.2755,0.67,5,0,5
11,3,120,Kurt Warner,Anna Trebunskaya,Sports,1,23.0,3,7.666666666666667,0.3404,0.67,5,0,5
11,4,120,Kurt Warner,Anna Trebunskaya,Sports,1,17.0,3,5.666666666666667,-0.6534,-2.0,7,0,5
11,5,120,Kurt Warner,Anna Trebunskaya,Sports,1,24.0,3,8.0,0.4287,2.33,3,0,5
11,6,120,Kurt Warner,Anna Trebunskaya,Sports,1,21.9999,3,7.3333,-1.787,-0.67,7,0,5
11,7,120,Kurt Warner,Anna Trebunskaya,Sports,1,35.0,4,8.75,0.1558,1.42,3,0,5
11,8,120,Kurt Warner,Anna Trebunskaya,Sports,1,24.0,3,8.0,-0.9901,-0.75,4,1,5
11,1,121,Margaret Cho,Louis van Amstel,Comedy,1,15.0,3,5.0,-1.1623,0.0,10,0,10
11,2,121,Margaret Cho,Louis van Amstel,Comedy,1,18.0,3,6.0,-0.6336,1.0,9,0,10
11,3,121,Margaret Cho,Louis van Amstel,Comedy,1,18.0,3,6.0,-1.5509,0.0,10,1,10
11,1,122,Michael Bolton,Chelsie Hightower,Music,1,16.0,3,5.333333333333333,-0.8655,0.0,9,0,11
11,2,122,Michael Bolton,Chelsie Hightower,Music,1,12.0,3,4.0,-2.4517,-1.33,11,1,11
11,1,123,Brandy,Maksim Chmerkoskiy,Music,1,23.0,3,7.666666666666667,1.2117,0.0,2,0,4
11,2,123,Brandy,Maksim Chmerkoskiy,Music,1,21.0,3,7.0,0.2755,-0.67,5,0,4
11,3,123,Brandy,Maksim Chmerkoskiy,Music,1,24.0,3,8.0,0.7187,1.0,2,0,4
11,4,123,Brandy,Maksim Chmerkoskiy,Music,1,24.0,3,8.0,0.9298,0.0,2,0,4
11,5,123,Brandy,Maksim Chmerkoskiy,Music,1,27.0,3,9.0,1.4577,1.0,1,0,4
11,6,123,Brandy,Maksim Chmerkoskiy,Music,1,35.9999,3,11.999966666666666,1.5172,3.0,1,0,4
11,7,123,Brandy,Maksim Chmerkoskiy,Music,1,36.5,4,9.125,1.0906,-2.87,1,0,4
11,8,123,Brandy,Maksim Chmerkoskiy,Music,1,28.5,3,9.5,0.7921,0.38,1,0,4
11,9,123,Brandy,Maksim Chmerkoskiy,Music,1,28.5,3,9.5,0.0,0.0,3,1,4
11,1,124,The Situation,Karina Smirnoff,Media/TV,1,15.0,3,5.0,-1.1623,0.0,10,0,9
11,2,124,The Situation,Karina Smirnoff,Media/TV,1,18.0,3,6.0,-0.6336,1.0,9,0,9
11,3,124,The Situation,Karina Smirnoff,Media/TV,1,20.0,3,6.666666666666667,-0.7944,0.67,7,0,9
11,4,124,The Situation,Karina Smirnoff,Media/TV,1,14.0,3,4.666666666666667,-1.3319,-2.0,9,1,9
11,1,125,Audrina Patridge,Tony Dovolani,Media/TV,1,19.0,3,6.333333333333333,0.0247,0.0,5,0,7
11,2,125,Audrina Patridge,Tony Dovolani,Media/TV,1,23.0,3,7.666666666666667,0.8815,1.33,2,0,7
11,3,125,Audrina Patridge,Tony Dovolani,Media/TV,1,26.0,3,8.666666666666666,1.4752,1.0,1,0,7
11,4,125,Audrina Patridge,Tony Dovolani,Media/TV,1,23.0,3,7.666666666666667,0.7037,-1.0,3,0,7
11,5,125,Audrina Patridge,Tony Dovolani,Media/TV,1,23.0,3,7.666666666666667,0.0857,0.0,5,0,7
11,6,125,Audrina Patridge,Tony Dovolani,Media/TV,1,31.9998,3,10.6666,0.5732,3.0,2,1,7
11,1,126,Bristol Palin,Mark Ballas,Media/TV,1,18.0,3,6.0,-0.272,0.0,7,0,3
11,2,126,Bristol Palin,Mark Ballas,Media/TV,1,22.0,3,7.333333333333333,0.5785,1.33,3,0,3
11,3,126,Bristol Palin,Mark Ballas,Media/TV,1,19.0,3,6.333333333333333,-1.1726,-1.0,9,0,3
11,4,126,Bristol Palin,Mark Ballas,Media/TV,1,16.0,3,5.333333333333333,-0.8796,-1.0,8,0,3
11,5,126,Bristol Palin,Mark Ballas,Media/TV,1,18.0,3,6.0,-1.6292,0.67,8,0,3
11,6,126,Bristol Palin,Mark Ballas,Media/TV,1,27.9998,3,9.333266666666667,-0.3709,3.33,6,0,3
11,7,126,Bristol Palin,Mark Ballas,Media/TV,1,32.5,4,8.125,-1.4021,-1.21,6,0,3
11,8,126,Bristol Palin,Mark Ballas,Media/TV,1,23.5,3,7.833333333333333,-1.1882,-0.29,5,0,3
11,9,126,Bristol Palin,Mark Ballas,Media/TV,1,26.5,3,8.833333333333334,-1.3587,1.0,4,0,3
11,10,126,Bristol Palin,Mark Ballas,Media/TV,1,25.6666,3,8.555533333333333,-0.915,-0.28,3,0,3
12,1,127,Ralph Macchio,Karina Smirnoff,Acting,1,24.0,3,8.0,1.5238,0.0,1,0,4
12,2,127,Ralph Macchio,Karina Smirnoff,Acting,1,21.0,3,7.0,0.5453,-1.0,4,0,4
12,3,127,Ralph Macchio,Karina Smirnoff,Acting,1,21.0,3,7.0,-0.1373,0.0,5,0,4
12,4,127,Ralph Macchio,Karina Smirnoff,Acting,1,25.0,3,8.333333333333334,0.872,1.33,2,0,4
12,5,127,Ralph Macchio,Karina Smirnoff,Acting,1,22.0,3,7.333333333333333,-1.0285,-1.0,6,0,4
12,6,127,Ralph Macchio,Karina Smirnoff,Acting,1,24.0,3,8.0,-0.7741,0.67,6,0,4
12,7,127,Ralph Macchio,Karina Smirnoff,Acting,1,33.0,4,8.25,1.1081,0.25,1,0,4
12,8,127,Ralph Macchio,Karina Smirnoff,Acting,1,23.0,3,7.666666666666667,-1.6971,-0.58,5,0,4
12,9,127,Ralph Macchio,Karina Smirnoff,Acting,1,24.0,3,8.0,-1.0057,0.33,4,1,4
12,1,128,Chelsea Kane,Mark Ballas,Acting,1,21.0,3,7.0,0.6416,0.0,3,0,3
12,2,128,Chelsea Kane,Mark Ballas,Acting,1,18.0,3,6.0,-0.6543,-1.0,7,0,3
12,3,128,Chelsea Kane,Mark Ballas,Acting,1,23.0,3,7.666666666666667,0.5492,1.67,3,0,3
12,4,128,Chelsea Kane,Mark Ballas,Acting,1,26.0,3,8.666666666666666,1.2851,1.0,1,0,3
12,5,128,Chelsea Kane,Mark Ballas,Acting,1,26.0,3,8.666666666666666,0.8,0.0,2,0,3
12,6,128,Chelsea Kane,Mark Ballas,Acting,1,28.0,3,9.333333333333334,1.0321,0.67,1,0,3
12,7,128,Chelsea Kane,Mark Ballas,Acting,1,32.0,4,8.0,0.4082,-1.33,3,0,3
12,8,128,Chelsea Kane,Mark Ballas,Acting,1,27.5,3,9.166666666666666,0.8485,1.17,1,0,3
12,9,128,Chelsea Kane,Mark Ballas,Acting,1,36.5,3,12.166666666666666,1.3332,3.0,1,0,3
12,10,128,Chelsea Kane,Mark Ballas,Acting,1,29.666600000000003,3,9.888866666666667,0.5774,-2.28,1,0,3
12,1,129,Kirstie Alley,Maksim Chmerkoskiy,Acting,1,23.0,3,7.666666666666667,1.2298,0.0,2,0,2
12,2,129,Kirstie Alley,Maksim Chmerkoskiy,Acting,1,20.0,3,6.666666666666667,0.1454,-1.0,5,0,2
12,3,129,Kirstie Alley,Maksim Chmerkoskiy,Acting,1,21.0,3,7.0,-0.1373,0.33,5,0,2
12,4,129,Kirstie Alley,Maksim Chmerkoskiy,Acting,1,22.0,3,7.333333333333333,-0.3672,0.33,7,0,2
12,5,129,Kirstie Alley,Maksim Chmerkoskiy,Acting,1,23.0,3,7.666666666666667,-0.5714,0.33,5,0,2
12,6,129,Kirstie Alley,Maksim Chmerkoskiy,Acting,1,26.0,3,8.666666666666666,0.129,1.0,4,0,2
12,7,129,Kirstie Alley,Maksim Chmerkoskiy,Acting,1,30.0,4,7.5,-0.9915,-1.17,5,0,2
12,8,129,Kirstie Alley,Maksim Chmerkoskiy,Acting,1,26.5,3,8.833333333333334,0.2828,1.33,3,0,2
12,9,129,Kirstie Alley,Maksim Chmerkoskiy,Acting,1,27.0,3,9.0,-0.4444,0.17,3,0,2
12,10,129,Kirstie Alley,Maksim Chmerkoskiy,Acting,1,27.999899999999997,3,9.3333,-1.1547,0.33,3,0,2
12,1,130,Hines Ward,Kym Johnson,Sports,0,21.0,3,7.0,0.6416,0.0,3,0,1
12,2,130,Hines Ward,Kym Johnson,Sports,0,23.0,3,7.666666666666667,1.345,0.67,1,0,1
12,3,130,Hines Ward,Kym Johnson,Sports,0,25.0,3,8.333333333333334,1.2356,0.67,1,0,1
12,4,130,Hines Ward,Kym Johnson,Sports,0,25.0,3,8.333333333333334,0.872,0.0,2,0,1
12,5,130,Hines Ward,Kym Johnson,Sports,0,27.0,3,9.0,1.2571,0.67,1,0,1
12,6,130,Hines Ward,Kym Johnson,Sports,0,27.0,3,9.0,0.5805,0.0,3,0,1
12,7,130,Hines Ward,Kym Johnson,Sports,0,33.0,4,8.25,1.1081,-0.75,1,0,1
12,8,130,Hines Ward,Kym Johnson,Sports,0,27.0,3,9.0,0.5657,0.75,2,0,1
12,9,130,Hines Ward,Kym Johnson,Sports,0,30.0,3,10.0,0.1169,1.0,2,0,1
12,10,130,Hines Ward,Kym Johnson,Sports,0,29.666600000000003,3,9.888866666666667,0.5774,-0.11,1,0,1
12,1,131,Sugar Ray Leonard,Anna Trebunskaya,Sports,1,17.0,3,5.666666666666667,-0.5347,0.0,9,0,9
12,2,131,Sugar Ray Leonard,Anna Trebunskaya,Sports,1,17.0,3,5.666666666666667,-1.0542,0.0,9,0,9
12,3,131,Sugar Ray Leonard,Anna Trebunskaya,Sports,1,20.0,3,6.666666666666667,-0.4805,1.0,8,0,9
12,4,131,Sugar Ray Leonard,Anna Trebunskaya,Sports,1,21.0,3,7.0,-0.7802,0.33,8,1,9
12,1,132,Chris Jericho,Cheryl Burke,Sports,1,19.0,3,6.333333333333333,0.0535,0.0,5,0,7
12,2,132,Chris Jericho,Cheryl Burke,Sports,1,23.0,3,7.666666666666667,1.345,1.33,1,0,7
12,3,132,Chris Jericho,Cheryl Burke,Sports,1,21.0,3,7.0,-0.1373,-0.67,5,0,7
12,4,132,Chris Jericho,Cheryl Burke,Sports,1,23.0,3,7.666666666666667,0.0459,0.67,4,0,7
12,5,132,Chris Jericho,Cheryl Burke,Sports,1,26.0,3,8.666666666666666,0.8,1.0,2,0,7
12,6,132,Chris Jericho,Cheryl Burke,Sports,1,22.0,3,7.333333333333333,-1.6771,-1.33,7,1,7
12,1,133,Petra Nemcova,Dmitry Chaplin,Model,0,18.0,3,6.0,-0.2406,0.0,7,0,8
12,2,133,Petra Nemcova,Dmitry Chaplin,Model,0,18.0,3,6.0,-0.6543,0.0,7,0,8
12,3,133,Petra Nemcova,Dmitry Chaplin,Model,0,25.0,3,8.333333333333334,1.2356,2.33,1,0,8
12,4,133,Petra Nemcova,Dmitry Chaplin,Model,0,23.0,3,7.666666666666667,0.0459,-0.67,4,0,8
12,5,133,Petra Nemcova,Dmitry Chaplin,Model,0,22.0,3,7.333333333333333,-1.0285,-0.33,6,1,8
12,1,134,Mike Catherwood,Lacey Schwimmer,Media/TV,1,13.0,3,4.333333333333333,-1.711,0.0,11,0,11
12,2,134,Mike Catherwood,Lacey Schwimmer,Media/TV,1,17.0,3,5.666666666666667,-1.0542,1.33,9,1,11
12,1,135,Romeo,Chelsie Hightower,Music,1,19.0,3,6.333333333333333,0.0535,0.0,5,0,5
12,2,135,Romeo,Chelsie Hightower,Music,1,23.0,3,7.666666666666667,1.345,1.33,1,0,5
12,3,135,Romeo,Chelsie Hightower,Music,1,20.0,3,6.666666666666667,-0.4805,-1.0,8,0,5
12,4,135,Romeo,Chelsie Hightower,Music,1,23.0,3,7.666666666666667,0.0459,1.0,4,0,5
12,5,135,Romeo,Chelsie Hightower,Music,1,26.0,3,8.666666666666666,0.8,1.0,2,0,5
12,6,135,Romeo,Chelsie Hightower,Music,1,28.0,3,9.333333333333334,1.0321,0.67,1,0,5
12,7,135,Romeo,Chelsie Hightower,Music,1,30.0,4,7.5,-0.9915,-1.83,5,0,5
12,8,135,Romeo,Chelsie Hightower,Music,1,26.0,3,8.666666666666666,0.0,1.17,4,1,5
12,1,136,Wendy Williams,Tony Dovolani,Media/TV,1,14.0,3,4.666666666666667,-1.4169,0.0,10,0,10
12,2,136,Wendy Williams,Tony Dovolani,Media/TV,1,17.0,3,5.666666666666667,-1.0542,1.0,9,0,10
12,3,136,Wendy Williams,Tony Dovolani,Media/TV,1,15.0,3,5.0,-2.1966,-0.67,10,1,10
12,1,137,Kendra Wilkinson,Louis van Amstel,Media/TV,1,18.0,3,6.0,-0.2406,0.0,7,0,6
12,2,137,Kendra Wilkinson,Louis van Amstel,Media/TV,1,19.0,3,6.333333333333333,-0.2545,0.33,6,0,6
12,3,137,Kendra Wilkinson,Louis van Amstel,Media/TV,1,23.0,3,7.666666666666667,0.5492,1.33,3,0,6
12,4,137,Kendra Wilkinson,Louis van Amstel,Media/TV,1,18.0,3,6.0,-2.0194,-1.67,9,0,6
12,5,137,Kendra Wilkinson,Louis van Amstel,Media/TV,1,22.0,3,7.333333333333333,-1.0285,1.33,6,0,6
12,6,137,Kendra Wilkinson,Louis van Amstel,Media/TV,1,25.0,3,8.333333333333334,-0.3225,1.0,5,0,6
12,7,137,Kendra Wilkinson,Louis van Amstel,Media/TV,1,30.5,4,7.625,-0.6415,-0.71,4,1,6
13,1,138,Elisabetta Canalis,Valentin Chmerkovskiy,Acting,0,15.0,3,5.0,-1.1368,0.0,11,0,11
13,2,138,Elisabetta Canalis,Valentin Chmerkovskiy,Acting,0,21.0,3,7.0,0.3722,2.0,4,1,11
13,1,139,David Arquette,Kym Johnson,Acting,1,18.0,3,6.0,-0.0307,0.0,6,0,6
13,2,139,David Arquette,Kym Johnson,Acting,1,18.0,3,6.0,-1.1631,0.0,9,0,6
13,3,139,David Arquette,Kym Johnson,Acting,1,24.0,3,8.0,0.1142,2.0,4,0,6
13,4,139,David Arquette,Kym Johnson,Acting,1,23.0,3,7.666666666666667,-0.0765,-0.33,5,0,6
13,5,139,David Arquette,Kym Johnson,Acting,1,25.0,3,8.333333333333334,0.5401,0.67,2,0,6
13,6,139,David Arquette,Kym Johnson,Acting,1,23.0,3,7.666666666666667,-0.1791,-0.67,4,0,6
13,7,139,David Arquette,Kym Johnson,Acting,1,23.5,3,7.833333333333333,-0.575,0.17,5,1,6
13,1,140,Ricki Lake,Derek Hough,Acting,1,20.0,3,6.666666666666667,0.7067,0.0,4,0,3
13,2,140,Ricki Lake,Derek Hough,Acting,1,23.0,3,7.666666666666667,1.3957,1.0,1,0,3
13,3,140,Ricki Lake,Derek Hough,Acting,1,27.0,3,9.0,1.2563,1.33,1,0,3
13,4,140,Ricki Lake,Derek Hough,Acting,1,29.0,3,9.666666666666666,1.9883,0.67,1,0,3
13,5,140,Ricki Lake,Derek Hough,Acting,1,24.0,3,8.0,0.18,-1.67,4,0,3
13,6,140,Ricki Lake,Derek Hough,Acting,1,29.0,3,9.666666666666666,1.3254,1.67,1,0,3
13,7,140,Ricki Lake,Derek Hough,Acting,1,26.5,3,8.833333333333334,1.3068,-0.83,1,0,3
13,8,140,Ricki Lake,Derek Hough,Acting,1,26.0,3,8.666666666666666,0.0352,-0.17,2,0,3
13,9,140,Ricki Lake,Derek Hough,Acting,1,33.4999,3,11.166633333333333,0.9291,2.5,1,0,3
13,10,140,Ricki Lake,Derek Hough,Acting,1,27.999899999999997,3,9.3333,-0.9999,-1.83,3,0,3
13,1,141,J.R. Martinez,Karina Smirnoff,Acting,1,22.0,3,7.333333333333333,1.4441,0.0,1,0,1
13,2,141,J.R. Martinez,Karina Smirnoff,Acting,1,22.0,3,7.333333333333333,0.884,0.0,2,0,1
13,3,141,J.R. Martinez,Karina Smirnoff,Acting,1,26.0,3,8.666666666666666,0.8756,1.33,2,0,1
13,4,141,J.R. Martinez,Karina Smirnoff,Acting,1,26.0,3,8.666666666666666,0.9559,0.0,2,0,1
13,5,141,J.R. Martinez,Karina Smirnoff,Acting,1,28.0,3,9.333333333333334,1.6202,0.67,1,0,1
13,6,141,J.R. Martinez,Karina Smirnoff,Acting,1,29.0,3,9.666666666666666,1.3254,0.33,1,0,1
13,7,141,J.R. Martinez,Karina Smirnoff,Acting,1,24.0,3,8.0,-0.2614,-1.67,4,0,1
13,8,141,J.R. Martinez,Karina Smirnoff,Acting,1,30.0,3,10.0,1.4451,2.0,1,0,1
